382.45132510276557,1.1733496513612218,236
385.5606854694547,1.1828890794210691,255
388.67004583614386,1.1924285074809164,255
391.779406202833,1.2019679355407638,255
394.88876656952215,1.211507363600611,239
382.44592542800353,2.3466882587086575,252
385.5552418948979,2.3657670250396223,255
388.6645583617922,2.384845791370587,255
391.7738748286866,2.4039245577015516,255
394.8831912955809,2.4230033240325164,239
382.43692602653783,3.520004778132472,252
385.5461693275666,3.548622703157939,255
388.65541262859534,3.5772406281834064,255
391.7646559296241,3.605858553208874,255
394.87389923065285,3.634476478234341,239
382.4243269830741,4.693288165930729,252
385.53346785285515,4.731444980287889,255
388.6426087226362,4.769601794645049,255
391.75174959241735,4.807758609002209,255
394.8608904621984,4.8459154233593695,239
382.40812841619936,5.866527378713339,252
385.5171375903148,5.914222723255724,255
388.62614676443025,5.961918067798109,255
391.7351559385457,6.009613412340494,255
394.84416511266113,6.057308756882879,239
382.3883304783808,7.039711373506009,252
385.4971786936522,7.096944799306871,255
388.6060269089235,7.154178225107733,255
391.7148751241949,7.211411650908595,255
394.8237233394663,7.268645076709457,255
382.364933355964,8.212829107854175,252
385.47359135072793,8.279600076210713,255
388.5822493454919,8.34637104456725,255
391.6909073402558,8.413142012923789,255
394.79956533501974,8.479912981280327,255
382.33793726917173,9.385869539926938,252
385.44637578355525,9.46217742236537,255
388.5548142979388,9.5384853048038,255
391.6632528123223,9.61479318724223,255
394.77169132670576,9.691101069680661,255
382.30734247210137,10.558821628621006,252
385.4155322482973,10.644665706902478,255
388.5237220244933,10.73050978518395,255
391.6319118006892,10.816353863465421,255
394.74010157688514,10.902197941746893,255
382.27314925272276,11.731674333664605,252
385.38106103526525,11.827053799791958,255
388.4889728178077,11.922433265919313,255
391.59688460035017,12.017812732046668,255
394.7047963828926,12.113192198174023,255
382.23535793287556,12.904416615721393,252
385.34296246891523,13.009330571946771,255
388.45056700495485,13.114244528172147,255
391.55817154099446,13.219158484397525,255
394.66577607703414,13.324072440622903,255
382.1939688682661,14.077037436494377,235
385.3012369078455,14.191484895327665,255
388.40850494742494,14.305932354160952,255
391.5157729870043,14.42037981299424,255
394.62304102658373,14.534827271827528,239
382.1489824484639,15.249525758829803,235
385.2558847447929,15.373505643047931,255
388.3627870411219,15.49748552726606,255
391.46968933745086,15.621465411484188,255
394.57659163377986,15.745445295702316,239
382.10039909689846,16.421870546821037,235
385.20690640662934,16.55538168947812,255
388.31341371636023,16.688892832135203,255
391.4199210260911,16.822403974792284,255
394.52642833582195,16.955915117449365,239
